14.10.2025:08:52:36.700;10.4898;126.637;1326.18;1
14.10.2025:08:52:36.720;10.5381;127.175;1330.75;1
14.10.2025:08:52:36.740;10.5614;126.603;1333.8;1
14.10.2025:08:52:36.760;10.5872;127.195;1335.77;1
14.10.2025:08:52:36.780;10.5034;127.173;1328.34;1
14.10.2025:08:52:36.800;10.6097;126.596;1338.38;1
14.10.2025:08:52:36.820;10.5684;127.19;1333.51;1
14.10.2025:08:52:36.840;10.5275;127.16;1329.96;1
14.10.2025:08:52:36.860;10.5576;127.199;1332.97;1
14.10.2025:08:52:36.880;10.5324;127.176;1331.67;1
14.10.2025:08:52:36.900;10.5078;126.656;1328.81;1
14.10.2025:08:52:36.920;10.5172;127.206;1328.07;1
14.10.2025:08:52:36.940;10.5178;127.147;1327.02;1
14.10.2025:08:52:36.960;10.5166;126.622;1327.96;1
14.10.2025:08:52:36.980;10.6759;127.131;1346.23;1
14.10.2025:08:52:37.000;10.6046;126.615;1338.72;1
14.10.2025:08:52:37.020;10.5496;127.225;1331.98;1
14.10.2025:08:52:37.040;10.5914;127.174;1336.82;1
14.10.2025:08:52:37.060;10.5821;126.624;1336.62;1
14.10.2025:08:52:37.080;10.5341;127.172;1330.43;1
14.10.2025:08:52:37.100;10.4764;126.649;1321.94;1
14.10.2025:08:52:37.120;10.5492;127.202;1331.98;1
14.10.2025:08:52:37.140;10.5888;127.174;1337.15;1
14.10.2025:08:52:37.160;10.6273;126.633;1341.38;1
14.10.2025:08:52:37.180;10.5333;127.191;1330.06;1
14.10.2025:08:52:37.200;10.5477;126.649;1332.13;1
14.10.2025:08:52:37.220;10.4625;127.169;1320.75;1
14.10.2025:08:52:37.240;10.4671;126.671;1322.88;1
14.10.2025:08:52:37.260;10.5362;127.202;1330.86;1
14.10.2025:08:52:37.280;10.5228;127.152;1326.83;1
14.10.2025:08:52:37.300;10.5537;126.659;1332.97;1
14.10.2025:08:52:37.320;10.5156;127.222;1327.27;1
14.10.2025:08:52:37.340;10.5601;126.667;1334.64;1
14.10.2025:08:52:37.360;10.4956;127.233;1323.42;1
14.10.2025:08:52:37.380;10.4992;127.19;1325.39;1
14.10.2025:08:52:37.400;10.5036;126.679;1327.53;1
14.10.2025:08:52:37.420;10.514;127.208;1326.22;1
14.10.2025:08:52:37.440;10.5148;127.167;1326.89;1
14.10.2025:08:52:37.460;10.5626;127.218;1331.53;1
14.10.2025:08:52:37.480;10.5079;127.193;1325.79;1
14.10.2025:08:52:37.500;10.5143;126.691;1328.97;1
14.10.2025:08:52:37.520;10.5167;127.237;1326.66;1
14.10.2025:08:52:37.540;10.5649;127.194;1334.32;1
14.10.2025:08:52:37.560;10.4875;126.671;1323.91;1
14.10.2025:08:52:37.580;10.4579;127.196;1319.76;1
14.10.2025:08:52:37.600;10.5149;127.164;1327.76;1
14.10.2025:08:52:37.620;10.4158;126.627;1316.46;1
14.10.2025:08:52:37.640;10.5093;127.178;1326.1;1
14.10.2025:08:52:37.660;10.5561;127.14;1331.47;1
14.10.2025:08:52:37.680;10.5235;127.187;1328.86;1
14.10.2025:08:52:37.700;10.544;127.155;1330.95;1
14.10.2025:08:52:37.720;10.4807;126.634;1325.53;1
14.10.2025:08:52:37.740;10.4501;127.202;1319.28;1
14.10.2025:08:52:37.760;10.4281;127.178;1317.7;1
14.10.2025:08:52:37.780;10.4605;127.206;1321.11;1
14.10.2025:08:52:37.800;10.4623;127.175;1319.84;1
14.10.2025:08:52:37.820;10.5352;127.2;1329.01;1
14.10.2025:08:52:37.840;10.5313;127.162;1329.06;1
14.10.2025:08:52:37.860;10.5466;126.633;1333.2;1
14.10.2025:08:52:37.880;10.4895;127.221;1325.31;1
14.10.2025:08:52:37.900;10.5055;127.171;1326.75;1
14.10.2025:08:52:37.920;10.4939;126.632;1326.62;1
14.10.2025:08:52:37.940;10.4873;127.158;1323.5;1
14.10.2025:08:52:37.960;10.5053;126.617;1326.45;1
14.10.2025:08:52:37.980;10.4736;127.201;1321.82;1
14.10.2025:08:52:38.000;10.5573;127.171;1331.9;1
14.10.2025:08:52:38.020;10.544;126.613;1331.84;1
14.10.2025:08:52:38.040;10.5379;127.199;1330.54;1
14.10.2025:08:52:38.060;10.4472;126.658;1322.35;1
14.10.2025:08:52:38.080;10.4522;127.222;1319.91;1
14.10.2025:08:52:38.100;10.4081;127.215;1316.07;1
14.10.2025:08:52:38.120;10.427;126.654;1316.49;1
14.10.2025:08:52:38.140;10.5012;127.178;1324.93;1
14.10.2025:08:52:38.160;10.5213;127.149;1328.36;1
14.10.2025:08:52:38.180;10.5681;127.205;1331.19;1
14.10.2025:08:52:38.200;10.4818;127.167;1323.61;1
14.10.2025:08:52:38.220;10.4959;126.659;1326.1;1
14.10.2025:08:52:38.240;10.4114;127.242;1314.8;1
14.10.2025:08:52:38.260;10.4288;127.188;1317.91;1
14.10.2025:08:52:38.280;10.4846;127.212;1322.06;1
14.10.2025:08:52:38.300;10.4101;127.209;1315.31;1
14.10.2025:08:52:38.320;10.4268;126.656;1316.05;1
14.10.2025:08:52:38.340;10.519;127.162;1325.32;1
14.10.2025:08:52:38.360;10.4789;127.17;1323.2;1
14.10.2025:08:52:38.380;10.49;127.221;1324.33;1
14.10.2025:08:52:38.400;10.4262;127.206;1316.86;1
14.10.2025:08:52:38.420;10.5037;127.225;1325.96;1
14.10.2025:08:52:38.440;10.4555;127.166;1317.52;1
14.10.2025:08:52:38.460;10.4418;126.694;1320.14;1
